#Mode: 20
#              1                2                3                4                5                6                7                8                9               10               11               12               13 
#      Time (fs)          Sin 1 0          Sin 2 0          Sin 3 0         Tri 1 -1         Tri 2 -1         Tri 3 -1          Tri 1 0          Tri 2 0          Tri 3 0          Tri 1 1          Tri 2 1          Tri 3 1 
    59.500000000      0.000000000      0.872707871      0.123754653      0.000044116      0.001622538      0.000067923      0.000000000      0.000000000      0.000068322      0.000044116      0.001622538      0.000067923 
    60.000000000      0.000000000      0.871668345      0.124746245      0.000053999      0.001633095      0.000068908      0.000000000      0.000000000      0.000073406      0.000053999      0.001633095      0.000068908 
    60.500000000      0.000000000      0.871345516      0.125088161      0.000062023      0.001612158      0.000068843      0.000000000      0.000000000      0.000080274      0.000062023      0.001612158      0.000068843 
    61.000000000      0.000000000      0.872301868      0.124212476      0.000067507      0.001563299      0.000067773      0.000000000      0.000000000      0.000088496      0.000067507      0.001563299      0.000067773 
    61.500000000      0.000000000      0.874322889      0.122311582      0.000071879      0.001496384      0.000065850      0.000000000      0.000000000      0.000097303      0.000071879      0.001496384      0.000065850 
    62.000000000      0.000000000      0.875905467      0.120857237      0.000077480      0.001424903      0.000063429      0.000000000      0.000000000      0.000105671      0.000077480      0.001424903      0.000063429 
    62.500000000      0.000000000      0.874640504      0.122228653      0.000085796      0.001362289      0.000061047      0.000000000      0.000000000      0.000112579      0.000085796      0.001362289      0.000061047 
    63.000000000      0.000000000      0.868189423      0.128747260      0.000096385      0.001317340      0.000059278      0.000000000      0.000000000      0.000117311      0.000096385      0.001317340      0.000059278 
    63.500000000      0.000000000      0.855430756      0.141539416      0.000107074      0.001289494      0.000058501      0.000000000      0.000000000      0.000119691      0.000107074      0.001289494      0.000058501 
    64.000000000      0.000000000      0.837090452      0.159909790      0.000115100      0.001265988      0.000058717      0.000000000      0.000000000      0.000120147      0.000115100      0.001265988      0.000058717 
    64.500000000      0.000000000      0.815456033      0.181619377      0.000118368      0.001224593      0.000059548      0.000000000      0.000000000      0.000119571      0.000118368      0.001224593      0.000059548 
    65.000000000      0.000000000      0.793355997      0.203883858      0.000116058      0.001144098      0.000060430      0.000000000      0.000000000      0.000118974      0.000116058      0.001144098      0.000060430 
    65.500000000      0.000000000      0.773001784      0.224505757      0.000108244      0.001017569      0.000060907      0.000000000      0.000000000      0.000119019      0.000108244      0.001017569      0.000060907 
    66.000000000      0.000000000      0.755197934      0.242607377      0.000103830      0.000873209      0.000060597      0.000000000      0.000000000      0.000119416      0.000103830      0.000873209      0.000060597 
    66.500000000      0.000000000      0.739514345      0.258576485      0.000100229      0.000735161      0.000059631      0.000000000      0.000000000      0.000119129      0.000100229      0.000735161      0.000059631 
    67.000000000      0.000000000      0.724954938      0.273319906      0.000108393      0.000637875      0.000058056      0.000000000      0.000000000      0.000116508      0.000108393      0.000637875      0.000058056 
    67.500000000      0.000000000      0.710755809      0.287637372      0.000100869      0.000591489      0.000055813      0.000000000      0.000000000      0.000110478      0.000100869      0.000591489      0.000055813 
    68.000000000      0.000000000      0.696930757      0.301497018      0.000101146      0.000581211      0.000052987      0.000000000      0.000000000      0.000101535      0.000101146      0.000581211      0.000052987 
    68.500000000      0.000000000      0.684060609      0.314361469      0.000108344      0.000584979      0.000049695      0.000000000      0.000000000      0.000091887      0.000108344      0.000584979      0.000049695 
    69.000000000      0.000000000      0.672726905      0.325673467      0.000122053      0.000589432      0.000046171      0.000000000      0.000000000      0.000084317      0.000122053      0.000589432      0.000046171 
    69.500000000      0.000000000      0.662869400      0.335505715      0.000140155      0.000589299      0.000042713      0.000000000      0.000000000      0.000080551      0.000140155      0.000589299      0.000042713 
    70.000000000      0.000000000      0.653769273      0.344599621      0.000158329      0.000577360      0.000039643      0.000000000      0.000000000      0.000080442      0.000158329      0.000577360      0.000039643 
    70.500000000      0.000000000      0.644832605      0.353578093      0.000170620      0.000545477      0.000037289      0.000000000      0.000000000      0.000082529      0.000170620      0.000545477      0.000037289 
    71.000000000      0.000000000      0.636390730      0.362113822      0.000171392      0.000497824      0.000035953      0.000000000      0.000000000      0.000085108      0.000171392      0.000497824      0.000035953 
    71.500000000      0.000000000      0.629407039      0.369211104      0.000158560      0.000453165      0.000035862      0.000000000      0.000000000      0.000086682      0.000158560      0.000453165      0.000035862 
    72.000000000      0.000000000      0.624192579      0.374519392      0.000136584      0.000427323      0.000037133      0.000000000      0.000000000      0.000085950      0.000136584      0.000427323      0.000037133 
    72.500000000      0.000000000      0.619771774      0.378990143      0.000117383      0.000420661      0.000039803      0.000000000      0.000000000      0.000082389      0.000117383      0.000420661      0.000039803 
    73.000000000      0.000000000      0.614751194      0.384045990      0.000088577      0.000430400      0.000043834      0.000000000      0.000000000      0.000077194      0.000088577      0.000430400      0.000043834 
    73.500000000      0.000000000      0.608739311      0.390029455      0.000089239      0.000440475      0.000049348      0.000000000      0.000000000      0.000073110      0.000089239      0.000440475      0.000049348 
    74.000000000      0.000000000      0.601479360      0.397253214      0.000103457      0.000437765      0.000056445      0.000000000      0.000000000      0.000072092      0.000103457      0.000437765      0.000056445 
    74.500000000      0.000000000      0.592846095      0.405877561      0.000124429      0.000411576      0.000065325      0.000000000      0.000000000      0.000073683      0.000124429      0.000411576      0.000065325 
    75.000000000      0.000000000      0.583472782      0.415266814      0.000143530      0.000372755      0.000076240      0.000000000      0.000000000      0.000075355      0.000143530      0.000372755      0.000076240 
    75.500000000      0.000000000      0.574742296      0.424010134      0.000153607      0.000343415      0.000089479      0.000000000      0.000000000      0.000074570      0.000153607      0.000343415      0.000089479 
    76.000000000      0.000000000      0.567110938      0.431640769      0.000152967      0.000330378      0.000105413      0.000000000      0.000000000      0.000070777      0.000152967      0.000330378      0.000105413 
    76.500000000      0.000000000      0.559266066      0.439489969      0.000146022      0.000318425      0.000124580      0.000000000      0.000000000      0.000065912      0.000146022      0.000318425      0.000124580 
    77.000000000      0.000000000      0.551251724      0.447530729      0.000138593      0.000290925      0.000147886      0.000000000      0.000000000      0.000062740      0.000138593      0.000290925      0.000147886 
    77.500000000      0.000000000      0.542701905      0.456124420      0.000132943      0.000254209      0.000168580      0.000000000      0.000000000      0.000062210      0.000132943      0.000254209      0.000168580 
    78.000000000      0.000000000      0.534349949      0.464475096      0.000126977      0.000234841      0.000194345      0.000000000      0.000000000      0.000062630      0.000126977      0.000234841      0.000194345 
    78.500000000      0.000000000      0.526764572      0.471993356      0.000117495      0.000247618      0.000225083      0.000000000      0.000000000      0.000061678      0.000117495      0.000247618      0.000225083 
