          306         1342            7       72.094186971
          307         1349            7       72.216118162
          308         1356            7       72.221651145
          309         1363            7       72.224651872
          310         1370            7       74.382629328
          311         1376            6       74.390667229
          312         1383            7       74.481036639
          313         1390            7       74.489084691
          314         1397            7       74.506988595
          315         1404            7       74.508569815
          316         1411            7       74.537685181
          317         1418            7       76.281970280
          318         1425            7       76.340644742
          319         1432            7       76.374403406
          320         1439            7       76.382024217
          321         1446            7       76.397067934
          322         1453            7       76.400761459
          323         1460            7       78.946463358
          324         1467            7       78.979468305
          325         1474            7       80.609625926
          326         1481            7       80.718010737
          327         1488            7       80.899264697
          328         1495            7       80.957979417
          329         1502            7       81.132239546
          330         1509            7       81.243072552
          331         1516            7       81.260364544
          332         1523            7       81.296415825
          333         1530            7       81.333687702
          334         1537            7       81.347184664
          335         1544            8       81.372820417
          336         1552            7       81.380569966
          337         1559            7       81.420559165
          338         1566            7       81.432666854
          339         1573            7       81.438921204
          340         1580            7       81.460244692
          341         1587            8       81.480102283
          342         1595            7       82.094004131
          343         1602            7       82.095814038
          344         1609            7       82.160323050
          345         1616            7       82.163921815
          346         1623            8       82.169353682
          347         1631            7       82.360254276
          348         1638            7       82.361533898
          349         1645            8       84.423518948
          350         1653            7       84.488347731
          351         1660            7       84.492249435
          352         1667            7       84.556633766
          353         1674            8       84.572858899
          354         1682            7       84.593087922
          355         1689            7       86.078784676
          356         1696            8       86.099185600
